Район;Адрес;Комнат;Площадь;Этаж;Этажей в доме;Цена;Срок сдачи;Фото;url;Долгота;Широта
Дзержинский;ул. Петропавловская, 123;3;80;4;11;35000;месяц;http://29.img.avito.st/140x105/1707285829.jpg;/perm/kvartiry/3-k_kvartira_80_m_411_et._582851357;56.194508;58.007065
Дзержинский;Мира 78а;1;40;6;14;13000;месяц;;/perm/kvartiry/1-k_kvartira_40_m_614_et._582847316;56.182596;57.977746
Индустриальный;Мира, д. 11;1;42;15;17;15000;месяц;http://56.img.avito.st/140x105/1707281556.jpg;/perm/kvartiry/1-k_kvartira_42_m_1517_et._582846582;56.198173;57.981106
Свердловский;Комсомольский проспект 69;2;56;2;5;2300;сутки;http://89.img.avito.st/140x105/1471420089.jpg;/perm/kvartiry/2-k_kvartira_56_m_25_et._523974292;56.251344;57.995561
Дзержинский;ул. Петропавловская, 123;1;50;4;11;17000;месяц;http://74.img.avito.st/140x105/1707268874.jpg;/perm/kvartiry/1-k_kvartira_50_m_411_et._582845119;56.194508;58.007065
Кировский;калинина 64;1;35;5;17;1500;сутки;http://13.img.avito.st/140x105/1584325113.jpg;/perm/kvartiry/1-k_kvartira_35_m_517_et._550992266;56.02107;58.033796
Свердловский;ул. Тимирязева, д. 24 (Без комиссии);1;45;10;14;20000;месяц;http://63.img.avito.st/140x105/1707220863.jpg;/perm/kvartiry/1-k_kvartira_45_m_1014_et._582836482;56.266418;58.004218
Ленинский;Пермь;1;35;5;5;800;сутки;http://89.img.avito.st/140x105/1707214889.jpg;/perm/kvartiry/1-k_kvartira_35_m_55_et._582825127;56.234195;58.010259
Ленинский;Борчанинова 6;1;32;3;5;11000;месяц;http://84.img.avito.st/140x105/1707213484.jpg;/perm/kvartiry/1-k_kvartira_32_m_35_et._582824388;56.222131;58.007098
Мотовилихинский;Красногвардейская 2;2;58;5;9;12000;месяц;http://33.img.avito.st/140x105/1707196633.jpg;/perm/kvartiry/2-k_kvartira_58_m_59_et._582819225;56.325644;58.030599
Индустриальный;Карпинского,112;1;43;6;16;12000;месяц;;/perm/kvartiry/1-k_kvartira_43_m_616_et._582817632;56.202817;57.968907
Ленинский;ул. Газеты Звезда, д. 9;0;40;4;5;15000;месяц;;/perm/kvartiry/studiya_40_m_45_et._582817403;56.240969;58.014465
Дзержинский;ул. желябова, д.3;1;40;6;9;12000;месяц;http://82.img.avito.st/140x105/1704662982.jpg;/perm/kvartiry/1-k_kvartira_40_m_69_et._575575826;56.14837;57.998938
Ленинский;Луначарского 90;2;59;3;9;1790;сутки;http://41.img.avito.st/140x105/1707150641.jpg;/perm/kvartiry/2-k_kvartira_59_m_39_et._582803804;56.225527;58.004833
Свердловский;Серпуховская 17;1;45;7;12;13000;месяц;http://52.img.avito.st/140x105/1637001052.jpg;/perm/kvartiry/1-k_kvartira_45_m_712_et._563718398;56.264855;57.969236
Свердловский;Куйбышева, Краснофлотская, Глеба Успенского;2;43;2;9;1100;сутки;http://48.img.avito.st/140x105/1707126848.jpg;/perm/kvartiry/2-k_kvartira_43_m_29_et._582797345;56.240088;57.996763
Ленинский;ул. Пушкина, д. 80;2;75;15;17;50000;месяц;http://62.img.avito.st/140x105/1707130062.jpg;/perm/kvartiry/2-k_kvartira_75_m_1517_et._582797002;56.242092;58.00571
Свердловский;Революции;1;36;3;9;1000;сутки;http://11.img.avito.st/140x105/1126239511.jpg;/perm/kvartiry/1-k_kvartira_36_m_39_et._431547922;56.258010;58.005658
Индустриальный;Стахановская д. 29;1;36;11;14;15000;месяц;http://39.img.avito.st/140x105/1707051239.jpg;/perm/kvartiry/1-k_kvartira_36_m_1114_et._582777738;56.212115;57.986307
Ленинский;Екатерининская 165;3;82;2;10;2000;сутки;http://71.img.avito.st/140x105/1618654871.jpg;/perm/kvartiry/3-k_kvartira_82_m_210_et._557745415;56.211944;58.003584
Кировский;победы 31;2;45;3;3;10000;месяц;http://44.img.avito.st/140x105/1707118244.jpg;/perm/kvartiry/2-k_kvartira_45_m_33_et._582761014;55.922992;58.006512
Индустриальный;плеханова 66;1;40;7;12;1200;сутки;http://64.img.avito.st/140x105/1707013564.jpg;/perm/kvartiry/1-k_kvartira_40_m_712_et._582757915;56.208899;57.99735
Дзержинский;Ленина 59;0;42;2;5;1500;сутки;http://45.img.avito.st/140x105/1014976145.jpg;/perm/kvartiry/studiya_42_m_25_et._396175706;56.210237;58.006559
Мотовилихинский;Пушкарская, 69;1;30;5;5;12000;месяц;;/perm/kvartiry/1-k_kvartira_30_m_55_et._582765940;56.299701;57.997918
Мотовилихинский;Студенческая;1;33;3;5;15000;месяц;http://98.img.avito.st/140x105/1707033698.jpg;/perm/kvartiry/1-k_kvartira_33_m_35_et._582765662;56.286019;58.011499
Свердловский;ул. Рабоче-крестьянская, 25;3;75;3;17;25000;месяц;http://52.img.avito.st/140x105/1706993052.jpg;/perm/kvartiry/3-k_kvartira_75_m_317_et._582751806;56.270317;58.004695
Мотовилихинский;Бульвар Гагарина;1;34;5;9;11000;месяц;http://71.img.avito.st/140x105/1706959771.jpg;/perm/kvartiry/1-k_kvartira_34_m_59_et._582745953;56.284654;58.006206
Свердловский;Глеба Успенского 19;1;39;3;5;1700;сутки;http://12.img.avito.st/140x105/1706968312.jpg;/perm/kvartiry/1-k_kvartira_39_m_35_et._582743778;56.239891;57.998323
Ленинский;Красноармейская, 3;2;55;6;15;15000;месяц;;/perm/kvartiry/2-k_kvartira_55_m_615_et._582741465;56.266741;58.003359
Кировский;Торговая, д. 10;1;36;1;5;12000;месяц;http://66.img.avito.st/140x105/1706959266.jpg;/perm/kvartiry/1-k_kvartira_36_m_15_et._582740107;55.937841;57.99508
Ленинский;Луначарского 51;1;38;6;11;10500;месяц;http://29.img.avito.st/140x105/1707104129.jpg;/perm/kvartiry/1-k_kvartira_38_m_611_et._582739551;56.244481;58.008357
Индустриальный;улица Советской Армии 33;1;36;3;5;11000;месяц;http://33.img.avito.st/140x105/1706943433.jpg;/perm/kvartiry/1-k_kvartira_36_m_35_et._582734675;56.200185;57.981855
Индустриальный;Баумана;1;33;2;5;15000;месяц;http://31.img.avito.st/140x105/952026531.jpg;/perm/kvartiry/1-k_kvartira_33_m_25_et._374832960;56.191166;57.985381
Дзержинский;ул.Петропавловская 109;1;40;2;5;1500;сутки;http://63.img.avito.st/140x105/1675671563.jpg;/perm/kvartiry/1-k_kvartira_40_m_25_et._574224743;56.204228;58.007275
Ленинский;борчанинова 6;2;46;5;5;15000;месяц;http://65.img.avito.st/140x105/1517713065.jpg;/perm/kvartiry/2-k_kvartira_46_m_55_et._503498028;56.222131;58.007098
Мотовилихинский;Петропавловская 119 а;2;60;10;16;15000;месяц;http://77.img.avito.st/140x105/1693501077.jpg;/perm/kvartiry/2-k_kvartira_60_m_1016_et._579059749;56.194795;58.006025
Мотовилихинский;ул.Крупской, д.42;1;38;14;16;13000;месяц;;/perm/kvartiry/1-k_kvartira_38_m_1416_et._582715628;56.281582;58.013487
Орджоникидзевский;Уральская 47;3;67;1;9;17000;месяц;http://09.img.avito.st/140x105/1500933609.jpg;/perm/kvartiry/3-k_kvartira_67_m_19_et._530930942;56.310965;58.032719
Индустриальный;Левченко, 31;2;78;8;9;17000;месяц;;/perm/kvartiry/2-k_kvartira_78_m_89_et._582690221;56.223748;57.988392
Кировский;Калинина, 52;2;56;4;9;14000;месяц;;/perm/kvartiry/2-k_kvartira_56_m_49_et._582704046;56.020145;58.032366
Мотовилихинский;Целинная 23;1;13;1;9;7000;месяц;http://40.img.avito.st/140x105/1706814640.jpg;/perm/kvartiry/1-k_kvartira_13_m_19_et._582690244;56.358747;58.059564
Индустриальный;МИРА 6А;1;40;14;16;11000;месяц;http://33.img.avito.st/140x105/1706843533.jpg;/perm/kvartiry/1-k_kvartira_40_m_1416_et._582700399;56.207165;57.984899
Мотовилихинский;Бульвар Гагарина, 109 Круглосуточное заселение;1;35;1;9;1000;сутки;http://46.img.avito.st/140x105/1706831746.jpg;/perm/kvartiry/1-k_kvartira_35_m_19_et._582696613;56.293484;57.992666
Индустриальный;танкистов, д. 74;2;45;1;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_15_et._581120443;56.198047;57.978309
Свердловский;Народовольческая,3;1;36;4;5;17000;месяц;http://97.img.avito.st/140x105/1706818497.jpg;/perm/kvartiry/1-k_kvartira_36_m_45_et._582693472;56.267083;58.006555
Свердловский;вижайская 12;1;39;5;5;10900;месяц;http://97.img.avito.st/140x105/1706819897.jpg;/perm/kvartiry/1-k_kvartira_39_m_55_et._582694174;56.233046;57.966964
Мотовилихинский;Уинская,17;1;43;9;17;16000;месяц;;/perm/kvartiry/1-k_kvartira_43_m_917_et._582690992;56.310031;58.005558
Ленинский;Пермская 160;2;49;5;9;2000;сутки;http://06.img.avito.st/140x105/1377475906.jpg;/perm/kvartiry/2-k_kvartira_49_m_59_et._499144280;56.224637;58.007117
Свердловский;Комсомольский проспект 64;2;62;3;5;2000;сутки;http://53.img.avito.st/140x105/1350111553.jpg;/perm/kvartiry/2-k_kvartira_62_m_35_et._492763692;56.252171;57.997942
Свердловский;в Элитном Жилом Комплексе, ЦЕНТР ул. Пушкина д.80;2;85;8;14;35000;месяц;http://36.img.avito.st/140x105/1706798036.jpg;/perm/kvartiry/2-k_kvartira_85_m_814_et._582685390;56.242092;58.00571
Ленинский;Екатерининская 180;2;68;4;5;2200;сутки;http://27.img.avito.st/140x105/1407336527.jpg;/perm/kvartiry/2-k_kvartira_68_m_45_et._507267801;56.217729;58.005439
Дзержинский;Космонавтов шоссе 72;2;46;9;9;17000;месяц;;/perm/kvartiry/2-k_kvartira_46_m_99_et._582683718;56.217262;57.996329
Свердловский;клары цеткин19;1;30;1;9;11000;месяц;;/perm/kvartiry/1-k_kvartira_30_m_19_et._581272540;56.24211;57.98833
Свердловский;Курчатова;0;43;3;5;13000;месяц;http://61.img.avito.st/140x105/1706869361.jpg;/perm/kvartiry/studiya_43_m_35_et._582666324;56.220514;57.962099
Индустриальный;Карпинского, 108;2;69;14;19;20000;месяц;;/perm/kvartiry/2-k_kvartira_69_m_1419_et._582659136;56.201865;57.968935
Мотовилихинский;Крупской 61;2;45;3;5;15000;месяц;http://38.img.avito.st/140x105/1638127538.jpg;/perm/kvartiry/2-k_kvartira_45_m_35_et._563491531;56.287205;58.008591
Свердловский;в Элитном Жилом Комплексе, ЦЕНТР ул. Пушкина д.80;2;85;7;14;35000;месяц;http://14.img.avito.st/140x105/1706736314.jpg;/perm/kvartiry/2-k_kvartira_85_m_714_et._582662665;56.242092;58.00571
Дзержинский;Хабаровская 54;1;36;2;18;10000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_218_et._449560552;56.089549;58.051002
Свердловский;Чернышевского 1;1;40;5;5;1500;сутки;http://65.img.avito.st/140x105/1706693665.jpg;/perm/kvartiry/1-k_kvartira_40_m_55_et._582648664;56.277413;58.000818
Мотовилихинский;улица Крупской, 48;1;35;3;5;1000;сутки;http://73.img.avito.st/140x105/1498522273.jpg;/perm/kvartiry/1-k_kvartira_35_m_35_et._530389831;56.28433;58.010598
Свердловский;Яблочкова, 31;2;46;8;9;13000;месяц;;/perm/kvartiry/2-k_kvartira_46_m_89_et._582645557;56.221394;57.971303
Мотовилихинский;ул.КРУПСКАЯ ,д. 51;1;36;2;5;1000;сутки;http://55.img.avito.st/140x105/1399537355.jpg;/perm/kvartiry/1-k_kvartira_36_m_25_et._505099014;56.234195;58.010259
Мотовилихинский;ул.Юрша 86;1;65;6;24;18000;месяц;http://28.img.avito.st/140x105/1276522028.jpg;/perm/kvartiry/1-k_kvartira_65_m_624_et._122582042;56.304569;58.001485
Свердловский;ул Фонтанная.10(рядом с гипермаркетом Семья);1;20;4;5;15000;месяц;http://70.img.avito.st/140x105/1706650670.jpg;/perm/kvartiry/1-k_kvartira_20_m_45_et._582640010;56.275608;58.003059
Дзержинский;Дзержинский район ул.Вагонная д.11;1;32;5;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_55_et._582636881;56.09166;58.049431
Дзержинский;РАБОЧАЯ 3 ГОЗНАК;1;31;5;5;11000;месяц;http://55.img.avito.st/140x105/1706661655.jpg;/perm/kvartiry/1-k_kvartira_31_m_55_et._582636584;56.200437;57.993248
Мотовилихинский;Макаренко 20;1;42;2;5;15000;месяц;http://77.img.avito.st/140x105/831392577.jpg;/perm/kvartiry/1-k_kvartira_42_m_25_et._339730196;56.297625;58.012491
Свердловский;Вижайская, 28;1;36;9;9;10000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_99_et._517671195;56.231303;57.962576
Ленинский;Луначарского 80;1;35;5;5;13000;месяц;;/perm/kvartiry/1-k_kvartira_35_m_55_et._582621152;56.226479;58.005405
Дзержинский;Подлесная 11а;1;36;7;10;1000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_710_et._582619342;56.14484;57.993138
Дзержинский;Парковый проспект д.3/1;2;69;2;10;20000;месяц;http://47.img.avito.st/140x105/1706706247.jpg;/perm/kvartiry/2-k_kvartira_69_m_210_et._582619191;56.13848;57.997517
Индустриальный;шоссе Космонавтов, д. 213;2;72;14;25;25000;месяц;http://57.img.avito.st/140x105/965464057.jpg;/perm/kvartiry/2-k_kvartira_72_m_1425_et._379481148;56.153877;57.970224
Кировский;Охотников-17,ост.Строймастер;2;38;4;5;10000;месяц;http://87.img.avito.st/140x105/1706594387.jpg;/perm/kvartiry/2-k_kvartira_38_m_45_et._582612130;56.234195;58.010259
Мотовилихинский;Бульвар Гагарина 71а;1;34;4;5;15000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_45_et._582607654;56.289127;58.002348
Свердловский;Народовольческая 40;1;28;2;5;1100;сутки;http://41.img.avito.st/140x105/1706581241.jpg;/perm/kvartiry/1-k_kvartira_28_m_25_et._582604578;56.274916;58.009039
Свердловский;ул. Красноармейская 1-я. дом 3;2;70;7;17;22000;месяц;http://07.img.avito.st/140x105/1706548307.jpg;/perm/kvartiry/2-k_kvartira_70_m_717_et._582599348;56.266741;58.003359
Свердловский;Льва Шатрова, 11;2;43;1;5;12000;месяц;http://10.img.avito.st/140x105/1634587910.jpg;/perm/kvartiry/2-k_kvartira_43_m_15_et._563053489;56.263238;57.988339
Индустриальный;Снайперов 8;2;44;5;5;17000;месяц;http://44.img.avito.st/140x105/1706541644.jpg;/perm/kvartiry/2-k_kvartira_44_m_55_et._582594812;56.206572;57.98561
Свердловский;ул. Запорожская, д. 1/1;2;67;13;17;16000;месяц;;/perm/kvartiry/2-k_kvartira_67_m_1317_et._582582255;56.291301;57.986435
Свердловский;Комсомольский проспект, 51 а ОТ СОБСТВЕННИКА;2;46;2;5;17500;месяц;http://36.img.avito.st/140x105/1691202036.jpg;/perm/kvartiry/2-k_kvartira_46_m_25_et._578438095;56.247032;58.000398
Свердловский;Юрша 3а;1;35;2;10;11000;месяц;;/perm/kvartiry/1-k_kvartira_35_m_210_et._582578847;56.304048;58.009878
Свердловский;солдатова 12;1;33;12;12;22000;месяц;http://86.img.avito.st/140x105/1706464286.jpg;/perm/kvartiry/1-k_kvartira_33_m_1212_et._582578201;56.224979;57.963722
Мотовилихинский;р-н Пермской Ярмарки, Аркадия Гайдара 6/2;1;31;2;5;14000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_25_et._582571125;56.293475;58.003503
Свердловский;ул.Куйбышева 53а;2;45;1;5;22000;месяц;http://18.img.avito.st/140x105/1706416618.jpg;/perm/kvartiry/2-k_kvartira_45_m_15_et._582569550;56.238741;58.000336
Мотовилихинский;Анри Барбюса 53;1;42;5;9;18000;месяц;http://77.img.avito.st/140x105/1521698677.jpg;/perm/kvartiry/1-k_kvartira_42_m_59_et._536246011;56.304048;58.029579
Индустриальный;Кондратово ул.Садовое кольцо 22;2;72;7;7;20000;месяц;http://69.img.avito.st/140x105/1667910069.jpg;/perm/kvartiry/2-k_kvartira_72_m_77_et._572013663;56.10005;57.977398
Дзержинский;Проспект Парковый 2;2;58;7;16;18000;месяц;http://84.img.avito.st/140x105/1696417984.jpg;/perm/kvartiry/2-k_kvartira_58_m_716_et._579895014;56.137097;57.996191
Индустриальный;пр.Декабристов,2;1;50;3;16;14000;месяц;http://15.img.avito.st/140x105/1706338615.jpg;/perm/kvartiry/1-k_kvartira_50_m_316_et._582560896;56.214172;57.98092
Орджоникидзевский;ул. Делегатская, 35б.;1;45;7;10;9000;месяц;http://21.img.avito.st/140x105/1706375621.jpg;/perm/kvartiry/1-k_kvartira_45_m_710_et._582560754;56.395425;58.136026
Ленинский;Екатерининская,171;1;60;3;14;2000;сутки;http://81.img.avito.st/140x105/1392059181.jpg;/perm/kvartiry/1-k_kvartira_60_m_314_et._503228360;56.209743;58.002821
Свердловский;Героев Хасана 5а;1;33;4;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_33_m_45_et._574835155;56.256078;57.993711
Мотовилихинский;ул. Дружбы,11;2;43;1;5;16000;месяц;http://09.img.avito.st/140x105/1567758909.jpg;/perm/kvartiry/2-k_kvartira_43_m_15_et._539680173;56.290026;58.015647
Свердловский;ул. Холмлгорская, д. 9;1;34;2;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_25_et._582551784;56.287088;57.982189
Свердловский;с. Лобаново ул. Эеленая 3/1 Б;2;52;4;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_52_m_45_et._582551559;56.234195;58.010259
Кировский;Липатова 22;3;70;10;10;18000;месяц;http://88.img.avito.st/140x105/1706304588.jpg;/perm/kvartiry/3-k_kvartira_70_m_1010_et._581158770;55.95808;58.013749
Мотовилихинский;Ивана Франко, 40/3;1;31;2;5;12500;месяц;;/perm/kvartiry/1-k_kvartira_31_m_25_et._582546794;56.358558;58.061716
Кировский;улица Волгодонская 14;2;54;4;5;13500;месяц;http://34.img.avito.st/140x105/1706306134.jpg;/perm/kvartiry/2-k_kvartira_54_m_45_et._582544613;56.008844;58.026677
Дзержинский;ул. Горняков, д 6;1;48;6;7;25000;месяц;http://95.img.avito.st/140x105/1706260295.jpg;/perm/kvartiry/1-k_kvartira_48_m_67_et._582534952;56.229345;57.996616
Дзержинский;Памирская д. 32а;1;34;4;10;10000;месяц;http://94.img.avito.st/140x105/1706251794.jpg;/perm/kvartiry/1-k_kvartira_34_m_410_et._582531286;56.398129;58.134829
Ленинский;Плеханова,2;2;55;9;16;2200;сутки;http://49.img.avito.st/140x105/1288498349.jpg;/perm/kvartiry/2-k_kvartira_55_m_916_et._377765063;56.203293;58.010841
Ленинский;Ленина. от собственника.;1;35;2;5;1300;сутки;http://98.img.avito.st/140x105/1515155998.jpg;/perm/kvartiry/1-k_kvartira_35_m_25_et._534496082;56.224413;58.008781
Дзержинский;костычева 44а;2;56;4;10;13000;месяц;;/perm/kvartiry/2-k_kvartira_56_m_410_et._574647970;56.13742;58.035211
Индустриальный;улица Леонова 5;2;58;2;7;13500;месяц;http://36.img.avito.st/140x105/1706243536.jpg;/perm/kvartiry/2-k_kvartira_58_m_27_et._582528311;56.166597;57.975961
Кировский;Нахимова, 13;2;43;1;5;10000;месяц;;/perm/kvartiry/2-k_kvartira_43_m_15_et._582526928;55.951864;58.002062
Дзержинский;Рабочая 1;2;52;2;5;19000;месяц;http://85.img.avito.st/140x105/1687351385.jpg;/perm/kvartiry/2-k_kvartira_52_m_25_et._577374308;56.201362;57.993467
Орджоникидзевский;Уссурийская 27а;1;36;1;10;9000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_110_et._582522668;56.411208;58.084134
Индустриальный;ул.Льва Толстого, д.25;1;37;1;9;13000;месяц;http://20.img.avito.st/140x105/1706221520.jpg;/perm/kvartiry/1-k_kvartira_37_m_19_et._582520801;56.220855;57.986655
Ленинский;пушкина 3;2;44;4;9;15000;месяц;http://50.img.avito.st/140x105/1706219150.jpg;/perm/kvartiry/2-k_kvartira_44_m_49_et._582519761;56.261028;58.011904
Свердловский;Газеты звезда 62;1;46;3;5;1300;сутки;http://15.img.avito.st/140x105/1706205015.jpg;/perm/kvartiry/1-k_kvartira_46_m_35_et._582514330;56.256402;57.998748
Дзержинский;ул.Строителей д.34а;1;42;9;17;1000;сутки;http://50.img.avito.st/140x105/1622231950.jpg;/perm/kvartiry/1-k_kvartira_42_m_917_et._547437656;56.152898;57.99931
Дзержинский;Ветлужская, 97;1;33;2;5;11000;месяц;http://03.img.avito.st/140x105/1282519203.jpg;/perm/kvartiry/1-k_kvartira_33_m_25_et._387958684;56.089719;58.045177
Свердловский;Революции 38;1;39;3;5;1600;сутки;http://18.img.avito.st/140x105/1706200018.jpg;/perm/kvartiry/1-k_kvartira_39_m_35_et._582512420;56.250913;58.003245
Ленинский;пушкина 13;4;98;6;10;40000;месяц;;/perm/kvartiry/4-k_kvartira_98_m_610_et._582509726;56.252287;58.009487
Мотовилихинский;Крупская 30;1;36;2;5;14000;месяц;http://74.img.avito.st/140x105/1706189874.jpg;/perm/kvartiry/1-k_kvartira_36_m_25_et._582509005;56.234195;58.010259
Дзержинский;ул.Ветлужская, д.125;1;39;9;10;10000;месяц;;/perm/kvartiry/1-k_kvartira_39_m_910_et._570290575;56.083566;58.04542
Орджоникидзевский;Орджоникидзевский, Гайва;1;31;1;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_15_et._201998730;56.307462;58.110427
Свердловский;чкалова 44;1;37;4;5;11000;месяц;http://33.img.avito.st/140x105/1706179333.jpg;/perm/kvartiry/1-k_kvartira_37_m_45_et._582504572;56.24679;57.986035
Мотовилихинский;ул. Уральская, 95;3;60;17;17;24000;месяц;http://85.img.avito.st/140x105/1706167185.jpg;/perm/kvartiry/3-k_kvartira_60_m_1717_et._582499893;56.286585;58.022425
Орджоникидзевский;Маршала Толбохина 18;2;52;5;9;13000;месяц;;/perm/kvartiry/2-k_kvartira_52_m_59_et._582498142;56.299054;58.099951
Свердловский;героев хасана 95;1;37;8;25;1000;сутки;;/perm/kvartiry/1-k_kvartira_37_m_825_et._582440176;56.261926;57.971341
Кировский;Калинина,32а;1;38;2;10;10000;месяц;http://31.img.avito.st/140x105/1619971331.jpg;/perm/kvartiry/1-k_kvartira_38_m_210_et._560101660;56.017252;58.026796
Орджоникидзевский;Трясолобова 67;2;48;5;5;12000;месяц;;/perm/kvartiry/2-k_kvartira_48_m_55_et._561739528;56.304551;58.15956
Дзержинский;Хабаровская 56;1;45;14;16;11000;месяц;;/perm/kvartiry/1-k_kvartira_45_m_1416_et._582415127;56.086989;58.04935
Мотовилихинский;Целинная 23;1;13;1;9;7000;месяц;http://26.img.avito.st/140x105/1705769226.jpg;/perm/kvartiry/1-k_kvartira_13_m_19_et._582414105;56.358747;58.059564
Индустриальный;дениса давыдова 25;1;30;1;4;1400;сутки;http://39.img.avito.st/140x105/1559318439.jpg;/perm/kvartiry/1-k_kvartira_30_m_14_et._236885285;56.165789;57.971188
Мотовилихинский;Ул. 50 лет Октября 13;2;45;1;5;8000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_15_et._519593641;56.097813;57.870303
Кировский;ул.Ялтинская 11;1;31;2;5;8000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_25_et._537111796;55.844398;58.028969
Свердловский;Революции 26, ТРК " Семья",Автовокзал;2;45;4;5;1400;сутки;http://36.img.avito.st/140x105/1481156636.jpg;/perm/kvartiry/2-k_kvartira_45_m_45_et._526155902;56.253689;58.004022
Мотовилихинский;Уральская 95,Цирк,Пермская Ярмарка, Молот;2;45;5;19;1400;сутки;http://44.img.avito.st/140x105/1596723044.jpg;/perm/kvartiry/2-k_kvartira_45_m_519_et._554912785;56.286585;58.022425
Индустриальный;В. засулич 48;0;30;11;16;14000;месяц;http://40.img.avito.st/140x105/1439488140.jpg;/perm/kvartiry/studiya_30_m_1116_et._515818452;56.202611;57.970768
Свердловский;ул. Козьмы Минина, д.7 кв.51;1;30;4;9;12000;месяц;;/perm/kvartiry/1-k_kvartira_30_m_49_et._582393104;56.270272;57.966639
Свердловский;никулина 8;1;34;8;16;400;сутки;;/perm/kvartiry/1-k_kvartira_34_m_816_et._582393066;56.241463;57.963885
Свердловский;тимирязева 50;1;37;2;5;1300;сутки;http://59.img.avito.st/140x105/1367901259.jpg;/perm/kvartiry/1-k_kvartira_37_m_25_et._496535121;56.253195;58.000679
Индустриальный;снайперов 8;2;45;5;5;20000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_55_et._266597942;56.206572;57.98561
Дзержинский;Кронштадтская 31;1;46;14;17;18000;месяц;http://85.img.avito.st/140x105/1705660785.jpg;/perm/kvartiry/1-k_kvartira_46_m_1417_et._582383494;56.204821;57.998018
Свердловский;революции 4;1;28;3;5;900;сутки;http://50.img.avito.st/140x105/1705661050.jpg;/perm/kvartiry/1-k_kvartira_28_m_35_et._582381745;56.276003;58.004895
Свердловский;островская;2;45;3;10;16000;сутки;;/perm/kvartiry/2-k_kvartira_45_m_310_et._536016260;56.234195;58.010259
Мотовилихинский;Звонарёва, 43 а;1;22;5;5;12000;месяц;;/perm/kvartiry/1-k_kvartira_22_m_55_et._288691986;56.302396;57.999663
Мотовилихинский;ким 72-5;2;40;2;3;16000;месяц;;/perm/kvartiry/2-k_kvartira_40_m_23_et._582371265;56.292927;58.02091
Ленинский;ул.Екатерининская, д. 120;1;35;7;9;13000;месяц;http://22.img.avito.st/140x105/1705606322.jpg;/perm/kvartiry/1-k_kvartira_35_m_79_et._582365790;56.232516;58.007799
Свердловский;ул Льва Шатрова д.12;1;35;2;4;14000;месяц;http://49.img.avito.st/140x105/880611949.jpg;/perm/kvartiry/1-k_kvartira_35_m_24_et._355261412;56.262959;57.987232
Дзержинский;Челюскинцев 23;2;49;11;19;18000;месяц;http://73.img.avito.st/140x105/1683858173.jpg;/perm/kvartiry/2-k_kvartira_49_m_1119_et._576398052;56.231294;57.986111
Орджоникидзевский;ул. васнецова, д. 7;2;40;4;5;14000;месяц;;/perm/kvartiry/2-k_kvartira_40_m_45_et._582348237;56.286882;58.115757
Орджоникидзевский;ул.Цимлянская, 17;1;36;3;9;9000;месяц;http://83.img.avito.st/140x105/605242483.jpg;/perm/kvartiry/1-k_kvartira_36_m_39_et._257554670;56.398318;58.132458
Свердловский;Комсомольский проспект 68;2;56;3;5;2000;сутки;http://26.img.avito.st/140x105/1705824126.jpg;/perm/kvartiry/2-k_kvartira_56_m_35_et._558676906;56.253096;57.996873
Ленинский;Екатерининская 122;2;52;9;17;1800;сутки;http://35.img.avito.st/140x105/1518099035.jpg;/perm/kvartiry/2-k_kvartira_52_m_917_et._535276900;56.232093;58.007594
Индустриальный;Леонова 50;1;36;5;5;14000;месяц;http://88.img.avito.st/140x105/1705478688.jpg;/perm/kvartiry/1-k_kvartira_36_m_55_et._582325392;56.173101;57.967255
Орджоникидзевский;Ул Писарева д 28;1;34;5;5;12000;месяц;http://35.img.avito.st/140x105/1705457735.jpg;/perm/kvartiry/1-k_kvartira_34_m_55_et._582319030;56.304947;58.110294
Кировский;Кировский район. ост Победа.;1;21;3;9;8500;месяц;;/perm/kvartiry/1-k_kvartira_21_m_39_et._110033294;55.876864;57.993849
Ленинский;екатерининская 133;2;36;3;14;12000;месяц;;/perm/kvartiry/2-k_kvartira_36_m_314_et._582314457;56.218879;58.004671
Мотовилихинский;ул. б. Гагарина, д. 107/4;1;31;2;5;13000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_25_et._582314510;56.295173;57.993167
Свердловский;ул. Чернышевского , дом 17а;1;44;7;19;17000;месяц;http://41.img.avito.st/140x105/1705420741.jpg;/perm/kvartiry/1-k_kvartira_44_m_719_et._582311197;56.270299;57.995795
Ленинский;Петропавловская, 83;1;40;3;9;14000;месяц;;/perm/kvartiry/1-k_kvartira_40_m_39_et._392452102;56.219948;58.010917
